ID,Address,City,State,oneline,zipcode,lat,lon
237,11001 S Indiana Ave,Chicago,IL,"11001 S Indiana Ave, Chicago, IL",60628,41.694398507792,-87.618213922464
238,32 E 115th St,Chicago,IL,"32 E 115th St, Chicago, IL",60628,41.685388674269,-87.621936016687
239,11141 S Cottage Grove,Chicago,IL,"11141 S Cottage Grove, Chicago, IL",60628,41.691453038122,-87.610071945492
240,35 W 119th St,Chicago,IL,"35 W 119th St, Chicago, IL",60628,41.67795116633,-87.62396366254
241,32 E 115th St,Chicago,IL,"32 E 115th St, Chicago, IL",60628,41.685388674269,-87.621936016687
242,36 W 119th St,Chicago,IL,"36 W 119th St, Chicago, IL",60628,41.678059476167,-87.624346560428
243,35 W 119th St,Chicago,IL,"35 W 119th St, Chicago, IL",60628,41.67795116633,-87.62396366254
244,401 W 123rd St,Chicago,IL,"401 W 123rd St, Chicago, IL",60628,41.670580119417,-87.63212658068
245,12302 S State St,Chicago,IL,"12302 S State St, Chicago, IL",60628,41.670636206287,-87.622513830904
246,12302 S State St,Chicago,IL,"12302 S State St, Chicago, IL",60628,41.670636206287,-87.622513830904
247,330 E 133rd St,Chicago,IL,"330 E 133rd St, Chicago, IL",60827,41.653705479825,-87.614540716099
248,12607 S Union Ave,Chicago,IL,"12607 S Union Ave, Chicago, IL",60628,41.664945175235,-87.638991189314
249,12607 S Union Ave,Chicago,IL,"12607 S Union Ave, Chicago, IL",60628,41.664945175235,-87.638991189314
250,8344 S Commercial Ave,Chicago,IL,"8344 S Commercial Ave, Chicago, IL",60617,41.744156406248,-87.552211806034
251,8331 S Mackinaw,Chicago,IL,"8331 S Mackinaw, Chicago, IL",60617,41.744186402396,-87.542969362305
252,9000 S Exchange Ave,Chicago,IL,"9000 S Exchange Ave, Chicago, IL",60617,41.731826812758,-87.552758118186
253,8914 S Buffalo Ave,Chicago,IL,"8914 S Buffalo Ave, Chicago, IL",60617,41.733508187268,-87.54444950715
254,9801 S Avenue G,Chicago,IL,"9801 S Avenue G, Chicago, IL",60617,41.718475782421,-87.530677652676
255,9801 S Avenue G,Chicago,IL,"9801 S Avenue G, Chicago, IL",60617,41.718475782421,-87.530677652676
256,2926 E 96th St,Chicago,IL,"2926 E 96th St, Chicago, IL",60617,41.720980104723,-87.552743476325
257,9822 S Exchange Ave,Chicago,IL,"9822 S Exchange Ave, Chicago, IL",60617,41.716856779183,-87.552456085105
258,10347 S Ewing Ave,Chicago,IL,"10347 S Ewing Ave, Chicago, IL",60617,41.707365874798,-87.535209047826
259,10347 S Ewing Ave,Chicago,IL,"10347 S Ewing Ave, Chicago, IL",60617,41.707365874798,-87.535209047826
260,10347 S Ewing Ave,Chicago,IL,"10347 S Ewing Ave, Chicago, IL",60617,41.707365874798,-87.535209047826
261,3325 E 108th St,Chicago,IL,"3325 E 108th St, Chicago, IL",60617,41.69907687669,-87.543585968172
262,10810 S Avenue H,Chicago,IL,"10810 S Avenue H, Chicago, IL",60617,41.698858977303,-87.532941533597
263,10810 S Avenue H,Chicago,IL,"10810 S Avenue H, Chicago, IL",60617,41.698858977303,-87.532941533597
264,10810 S Avenue H,Chicago,IL,"10810 S Avenue H, Chicago, IL",60617,41.698858977303,-87.532941533597
265,3737 E 114th St,Chicago,IL,"3737 E 114th St, Chicago, IL",60617,41.68815087797,-87.53263193198
266,3737 E 114th St,Chicago,IL,"3737 E 114th St, Chicago, IL",60617,41.68815087797,-87.53263193198
267,13323 S Green Bay Ave,Chicago,IL,"13323 S Green Bay Ave, Chicago, IL",60633,41.653323466185,-87.541027615498
268,13231 S Burley,Chicago,IL,"13231 S Burley, Chicago, IL",60633,41.654920496819,-87.544641983825
269,3048 E 130th St,Chicago,IL,"3048 E 130th St, Chicago, IL",60633,41.659222475254,-87.548884606061
270,2949 E 131 St,Chicago,IL,"2949 E 131 St, Chicago, IL",60633,41.657298884379,-87.552330473392
271,12810 S Escanaba Ave,Chicago,IL,"12810 S Escanaba Ave, Chicago, IL",60633,41.662597066312,-87.55327248794
272,10740 S Calhoun Ave,Chicago,IL,"10740 S Calhoun Ave, Chicago, IL",60617,41.700207899677,-87.5620591809
273,630 E 131st St,Chicago,IL,"630 E 131st St, Chicago, IL",60827,41.657377478765,-87.606791165302
274,630 E 131st St,Chicago,IL,"630 E 131st St, Chicago, IL",60827,41.657377478765,-87.606791165302
275,2100 S Wentworth Ave,Chicago,IL,"2100 S Wentworth Ave, Chicago, IL",60616,41.854252584311,-87.631893500758
276,247 W 23rd Pl,Chicago,IL,"247 W 23rd Pl, Chicago, IL",60616,41.849986553041,-87.633557173437
277,2725 S Halsted St,Chicago,IL,"2725 S Halsted St, Chicago, IL",60608,41.843946250277,-87.646344579864
278,2828 S Eleanor St,Chicago,IL,"2828 S Eleanor St, Chicago, IL",60608,41.842897292666,-87.66346036532
279,1104 W 31st St,Chicago,IL,"1104 W 31st St, Chicago, IL",60608,41.837998450321,-87.654283343536
280,1104 W 31st St,Chicago,IL,"1104 W 31st St, Chicago, IL",60608,41.837998450321,-87.654283343536
281,247 W 23rd Pl,Chicago,IL,"247 W 23rd Pl, Chicago, IL",60616,41.849986553041,-87.633557173437
282,344 W 28th Pl,Chicago,IL,"344 W 28th Pl, Chicago, IL",60616,41.842615448508,-87.635911360528
283,3010 S Parnell Ave,Chicago,IL,"3010 S Parnell Ave, Chicago, IL",60616,41.839565151617,-87.640306808479
284,3146 S Wentworth Ave,Chicago,IL,"3146 S Wentworth Ave, Chicago, IL",60616,41.836993319174,-87.631699358887
285,3250 S Wentworth Ave,Chicago,IL,"3250 S Wentworth Ave, Chicago, IL",60616,41.835452978836,-87.631696037039
286,3309 S Shields Ave,Chicago,IL,"3309 S Shields Ave, Chicago, IL",60616,41.834351387772,-87.635149041733
287,3309 S Shields Ave,Chicago,IL,"3309 S Shields Ave, Chicago, IL",60616,41.834351387772,-87.635149041733
288,3400 S Halsted St,Chicago,IL,"3400 S Halsted St, Chicago, IL",60608,41.83272908336,-87.64622757672
289,911 W 32nd Pl,Chicago,IL,"911 W 32nd Pl, Chicago, IL",60608,41.835557188228,-87.650245873798
290,1122 W 34th Pl,Chicago,IL,"1122 W 34th Pl, Chicago, IL",60608,41.831620280094,-87.654327467592
291,911 W 32nd Pl,Chicago,IL,"911 W 32nd Pl, Chicago, IL",60608,41.835557188228,-87.650245873798
292,3525 S Honore St,Chicago,IL,"3525 S Honore St, Chicago, IL",60609,41.829958435535,-87.671536348717
293,3537 S Paulina St,Chicago,IL,"3537 S Paulina St, Chicago, IL",60609,41.829785836523,-87.667859560687
294,3620 S Lituanica Ave,Chicago,IL,"3620 S Lituanica Ave, Chicago, IL",60609,41.828511785895,-87.647756078929
295,643 W 37th St,Chicago,IL,"643 W 37th St, Chicago, IL",60609,41.827096291439,-87.641973809365
296,704 W 42nd St,Chicago,IL,"704 W 42nd St, Chicago, IL",60609,41.817647041779,-87.644040499575
297,643 W 37th St,Chicago,IL,"643 W 37th St, Chicago, IL",60609,41.827096291439,-87.641973809365
298,3525 S Honore St,Chicago,IL,"3525 S Honore St, Chicago, IL",60609,41.829958435535,-87.671536348717
299,3542 S Washtenaw Ave,Chicago,IL,"3542 S Washtenaw Ave, Chicago, IL",60632,41.829171862558,-87.692430629578
300,3625 S Hoyne,Chicago,IL,"3625 S Hoyne, Chicago, IL",60609,41.828062743063,-87.677581747495
301,3525 S Honore St,Chicago,IL,"3525 S Honore St, Chicago, IL",60609,41.829958435535,-87.671536348717
302,3419 S Bell Ave,Chicago,IL,"3419 S Bell Ave, Chicago, IL",60608,41.831613272469,-87.681342406285
303,3542 S Washtenaw Ave,Chicago,IL,"3542 S Washtenaw Ave, Chicago, IL",60632,41.829171862558,-87.692430629578
304,4520 S Kedzie Ave,Chicago,IL,"4520 S Kedzie Ave, Chicago, IL",60632,41.811296081621,-87.70417837537
305,3419 S Bell Ave,Chicago,IL,"3419 S Bell Ave, Chicago, IL",60608,41.831613272469,-87.681342406285
306,3537 S Paulina St,Chicago,IL,"3537 S Paulina St, Chicago, IL",60609,41.829785836523,-87.667859560687
307,4520 S Kedzie Ave,Chicago,IL,"4520 S Kedzie Ave, Chicago, IL",60632,41.811296081621,-87.70417837537
308,3456 W 38th St,Chicago,IL,"3456 W 38th St, Chicago, IL",60632,41.824378954999,-87.710054662704
309,3456 W 38th St,Chicago,IL,"3456 W 38th St, Chicago, IL",60632,41.824378954999,-87.710054662704
310,4004 S Archer Ave,Chicago,IL,"4004 S Archer Ave, Chicago, IL",60632,41.821038431417,-87.693041932778
311,4314 S Archer Ave,Chicago,IL,"4314 S Archer Ave, Chicago, IL",60632,41.815138272967,-87.70265871946
312,4420 S Sacramento,Chicago,IL,"4420 S Sacramento, Chicago, IL",60632,41.813243846681,-87.699341102254
313,4520 S Kedzie Ave,Chicago,IL,"4520 S Kedzie Ave, Chicago, IL",60632,41.811296081621,-87.70417837537
314,3825 S Washtenaw Ave,Chicago,IL,"3825 S Washtenaw Ave, Chicago, IL",60632,41.824406711026,-87.692126017204
315,4136 S California Ave,Chicago,IL,"4136 S California Ave, Chicago, IL",60632,41.819358731323,-87.694624469336
316,3525 S Honore St,Chicago,IL,"3525 S Honore St, Chicago, IL",60609,41.829958435535,-87.671536348717
317,3050 W 39th St,Chicago,IL,"3050 W 39th St, Chicago, IL",60632,41.821811467911,-87.70082799953
318,2210 W Pershing Rd,Chicago,IL,"2210 W Pershing Rd, Chicago, IL",60609,41.823085454408,-87.681791580984
319,4420 S Sacramento,Chicago,IL,"4420 S Sacramento, Chicago, IL",60632,41.813243846681,-87.699341102254
320,4626 W 63rd St,Chicago,IL,"4626 W 63rd St, Chicago, IL",60629,41.7785292368,-87.738540801808
321,5825 S Kostner Ave,Chicago,IL,"5825 S Kostner Ave, Chicago, IL",60629,41.787295529341,-87.732709589997
322,7001 W 59th St,Chicago,IL,"7001 W 59th St, Chicago, IL",60638,41.784718200441,-87.796259785984
323,4034 W 56th St,Chicago,IL,"4034 W 56th St, Chicago, IL",60629,41.791441462217,-87.724580150684
324,5625 S Mobile Ave,Chicago,IL,"5625 S Mobile Ave, Chicago, IL",NA,NA,NA
325,6325 W 56th St,Chicago,IL,"6325 W 56th St, Chicago, IL",60638,41.790498874037,-87.779528145416
326,6258 W 62nd St,Chicago,IL,"6258 W 62nd St, Chicago, IL",60638,41.779657763864,-87.776802980505
327,4918 W 64th St,Chicago,IL,"4918 W 64th St, Chicago, IL",60638,41.776600465918,-87.745346056031
328,7001 W 59th St,Chicago,IL,"7001 W 59th St, Chicago, IL",60638,41.784718200441,-87.796259785984
329,6325 W 56th St,Chicago,IL,"6325 W 56th St, Chicago, IL",60638,41.790498874037,-87.779528145416
330,6258 W 62nd St,Chicago,IL,"6258 W 62nd St, Chicago, IL",60638,41.779657763864,-87.776802980505
331,4352 W 63rd St,Chicago,IL,"4352 W 63rd St, Chicago, IL",60629,41.778605535428,-87.731706606912
332,7134 W 65th St,Chicago,IL,"7134 W 65th St, Chicago, IL",60638,41.773790043769,-87.798856310577
333,5940 S Central Ave,Chicago,IL,"5940 S Central Ave, Chicago, IL",60638,41.784410120176,-87.762059645959
334,6140 S Melvina Ave,Chicago,IL,"6140 S Melvina Ave, Chicago, IL",60638,41.780677688028,-87.776566104089
335,5450 W 64th Pl,Chicago,IL,"5450 W 64th Pl, Chicago, IL",60638,41.775447641801,-87.758302199761
336,6448 S Tripp Ave,Chicago,IL,"6448 S Tripp Ave, Chicago, IL",60629,41.775882057053,-87.728865496503
337,4220 W 59th St,Chicago,IL,"4220 W 59th St, Chicago, IL",60629,41.785933463382,-87.72854307123
338,6751 W 63rd Pl,Chicago,IL,"6751 W 63rd Pl, Chicago, IL",60638,41.776596894994,-87.78949766909
339,6108 S Natoma Ave,Chicago,IL,"6108 S Natoma Ave, Chicago, IL",60638,41.781050343049,-87.787573351886
340,6258 W 62nd St,Chicago,IL,"6258 W 62nd St, Chicago, IL",60638,41.779657763864,-87.776802980505
341,4233 W 65th St,Chicago,IL,"4233 W 65th St, Chicago, IL",60629,41.774892873871,-87.728364806203
342,7001 W 59th St,Chicago,IL,"7001 W 59th St, Chicago, IL",60638,41.784718200441,-87.796259785984
343,5450 W 64th Pl,Chicago,IL,"5450 W 64th Pl, Chicago, IL",60638,41.775447641801,-87.758302199761
344,4626 W 63rd St,Chicago,IL,"4626 W 63rd St, Chicago, IL",60629,41.7785292368,-87.738540801808
345,5825 S Kostner Ave,Chicago,IL,"5825 S Kostner Ave, Chicago, IL",60629,41.787295529341,-87.732709589997
346,4020 W 63rd St,Chicago,IL,"4020 W 63rd St, Chicago, IL",60629,41.77870018695,-87.723911233378
347,6448 S Tripp Ave,Chicago,IL,"6448 S Tripp Ave, Chicago, IL",60629,41.775882057053,-87.728865496503
348,4626 W 63rd St,Chicago,IL,"4626 W 63rd St, Chicago, IL",60629,41.7785292368,-87.738540801808
349,5625 S Mobile Ave,Chicago,IL,"5625 S Mobile Ave, Chicago, IL",NA,NA,NA
350,7134 W 65th St,Chicago,IL,"7134 W 65th St, Chicago, IL",60638,41.773790043769,-87.798856310577
351,5625 S Mobile Ave,Chicago,IL,"5625 S Mobile Ave, Chicago, IL",NA,NA,NA
352,6140 S Melvina Ave,Chicago,IL,"6140 S Melvina Ave, Chicago, IL",60638,41.780677688028,-87.776566104089
353,6108 S Natoma Ave,Chicago,IL,"6108 S Natoma Ave, Chicago, IL",60638,41.781050343049,-87.787573351886
354,6140 S Melvina Ave,Chicago,IL,"6140 S Melvina Ave, Chicago, IL",60638,41.780677688028,-87.776566104089
355,4222 W 63rd St,Chicago,IL,"4222 W 63rd St, Chicago, IL",60629,41.778644899563,-87.728503637179
356,7001 W 59th St,Chicago,IL,"7001 W 59th St, Chicago, IL",60638,41.784718200441,-87.796259785984
357,5450 W 64th Pl,Chicago,IL,"5450 W 64th Pl, Chicago, IL",60638,41.775447641801,-87.758302199761
358,6325 W 56th St,Chicago,IL,"6325 W 56th St, Chicago, IL",60638,41.790498874037,-87.779528145416
359,5625 S Mobile Ave,Chicago,IL,"5625 S Mobile Ave, Chicago, IL",NA,NA,NA
360,3430 W 65th Pl,Chicago,IL,"3430 W 65th Pl, Chicago, IL",60629,41.774382883867,-87.708650884436
361,4815 S Karlov Ave,Chicago,IL,"4815 S Karlov Ave, Chicago, IL",60632,41.805708276536,-87.725893512585
362,5534 S Saint Louis Ave,Chicago,IL,"5534 S Saint Louis Ave, Chicago, IL",60629,41.792725254752,-87.710963788338
363,6117 S Kedzie Ave,Chicago,IL,"6117 S Kedzie Ave, Chicago, IL",60629,41.782308658083,-87.703154925046
364,5815 S Homan Ave,Chicago,IL,"5815 S Homan Ave, Chicago, IL",60629,41.787755855353,-87.708219140602
365,5248 S Sawyer Ave,Chicago,IL,"5248 S Sawyer Ave, Chicago, IL",60632,41.798078145416,-87.704990639147
366,4901 S Kilbourn Ave,Chicago,IL,"4901 S Kilbourn Ave, Chicago, IL",60632,41.803849529383,-87.735633871663
367,4815 S Karlov Ave,Chicago,IL,"4815 S Karlov Ave, Chicago, IL",60632,41.805708276536,-87.725893512585
368,6120 S Kedzie Ave,Chicago,IL,"6120 S Kedzie Ave, Chicago, IL",60629,41.782021242748,-87.703301556904
369,5409 S Kedzie Ave,Chicago,IL,"5409 S Kedzie Ave, Chicago, IL",60632,41.795087411147,-87.703529140277
370,5250 S Rockwell St,Chicago,IL,"5250 S Rockwell St, Chicago, IL",60632,41.798317992148,-87.68912032498
371,5815 S Homan Ave,Chicago,IL,"5815 S Homan Ave, Chicago, IL",60629,41.787755855353,-87.708219140602
372,4808 S Archer Ave,Chicago,IL,"4808 S Archer Ave, Chicago, IL",60632,41.805883066297,-87.71772317932
373,5450 S Talman Ave,Chicago,IL,"5450 S Talman Ave, Chicago, IL",60632,41.79488022543,-87.690252556201
374,6734 S Kedzie Ave,Chicago,IL,"6734 S Kedzie Ave, Chicago, IL",60629,41.770829969088,-87.703030036034
375,745 W 45th St,Chicago,IL,"745 W 45th St, Chicago, IL",60609,41.812494784297,-87.644039000851
376,745 W 45th St,Chicago,IL,"745 W 45th St, Chicago, IL",60609,41.812494784297,-87.644039000851
377,4747 S Union Ave,Chicago,IL,"4747 S Union Ave, Chicago, IL",60609,41.807483304358,-87.64300000084
378,4515 S Ashland Ave,Chicago,IL,"4515 S Ashland Ave, Chicago, IL",60609,41.811922165863,-87.664981435676
379,4600 S Hermitage Ave,Chicago,IL,"4600 S Hermitage Ave, Chicago, IL",60609,41.810333832511,-87.668736705882
380,1936 W 48th St,Chicago,IL,"1936 W 48th St, Chicago, IL",60609,41.806768456698,-87.672599642394
381,5024 S Wolcott Ave,Chicago,IL,"5024 S Wolcott Ave, Chicago, IL",60609,41.802601072931,-87.67215627177
382,2611 W 48th St,Chicago,IL,"2611 W 48th St, Chicago, IL",60632,41.806497869975,-87.69121983485
383,5042 S Artesian Ave,Chicago,IL,"5042 S Artesian Ave, Chicago, IL",60632,41.80223378231,-87.685589119043
384,5042 S Artesian Ave,Chicago,IL,"5042 S Artesian Ave, Chicago, IL",60632,41.80223378231,-87.685589119043
385,5630 S Rockwell St,Chicago,IL,"5630 S Rockwell St, Chicago, IL",60629,41.79137123415,-87.688932245439
386,2908 W 59th St,Chicago,IL,"2908 W 59th St, Chicago, IL",60629,41.786417757535,-87.696417245942
387,6550 S Richmond St,Chicago,IL,"6550 S Richmond St, Chicago, IL",60629,41.774486073238,-87.697011778336
388,6550 S Richmond St,Chicago,IL,"6550 S Richmond St, Chicago, IL",60629,41.774486073238,-87.697011778336
389,6550 S Richmond St,Chicago,IL,"6550 S Richmond St, Chicago, IL",60629,41.774486073238,-87.697011778336
390,6550 S Richmond St,Chicago,IL,"6550 S Richmond St, Chicago, IL",60629,41.774486073238,-87.697011778336
391,5640 N Wolcott Ave,Chicago,IL,"5640 N Wolcott Ave, Chicago, IL",60636,41.791386838748,-87.671874670217
392,1745 W 63rd St,Chicago,IL,"1745 W 63rd St, Chicago, IL",60636,41.779338201857,-87.668169537845
393,6502 S Ashland Ave,Chicago,IL,"6502 S Ashland Ave, Chicago, IL",60636,41.775738533088,-87.664194097944
394,2611 W 48th St,Chicago,IL,"2611 W 48th St, Chicago, IL",60632,41.806497869975,-87.69121983485
395,955 W Garfield Bv,Chicago,IL,"955 W Garfield Bv, Chicago, IL",60621,41.793832706034,-87.648241004274
396,5139 S Ashland Ave,Chicago,IL,"5139 S Ashland Ave, Chicago, IL",60609,41.800600918285,-87.664682875644
397,2040 W 62nd St,Chicago,IL,"2040 W 62nd St, Chicago, IL",60636,41.781199461247,-87.675444185504
398,2113 W Marquette Rd,Chicago,IL,"2113 W Marquette Rd, Chicago, IL",60636,41.771978643291,-87.676686618165
399,6010 S Throop St,Chicago,IL,"6010 S Throop St, Chicago, IL",60636,41.784712548266,-87.657138164303
400,2300 W 64th St,Chicago,IL,"2300 W 64th St, Chicago, IL",60636,41.7774824622,-87.681099575897
401,5300 S Hermitage Ave,Chicago,IL,"5300 S Hermitage Ave, Chicago, IL",60609,41.797580834479,-87.668403691944
402,1816 W Garfield Bv,Chicago,IL,"1816 W Garfield Bv, Chicago, IL",60609,41.794015458776,-87.670582395898
403,1234 W 63rd St,Chicago,IL,"1234 W 63rd St, Chicago, IL",60636,41.779648433156,-87.655822441287
404,6515 S Ashland Ave,Chicago,IL,"6515 S Ashland Ave, Chicago, IL",60636,41.775533189895,-87.664032679741
405,1140 W 66th St,Chicago,IL,"1140 W 66th St, Chicago, IL",60621,41.774223854063,-87.653409902936
406,5139 S Ashland Ave,Chicago,IL,"5139 S Ashland Ave, Chicago, IL",60609,41.800600918285,-87.664682875644
407,1816 W Garfield Bv,Chicago,IL,"1816 W Garfield Bv, Chicago, IL",60609,41.794015458776,-87.670582395898
408,7050 S May St,Chicago,IL,"7050 S May St, Chicago, IL",60621,41.766174346243,-87.653005987709
409,850 W Garfield Bv,Chicago,IL,"850 W Garfield Bv, Chicago, IL",60609,41.79435486892,-87.646402942449
410,5515 S Lowe Ave,Chicago,IL,"5515 S Lowe Ave, Chicago, IL",60621,41.793344839808,-87.641408806591
411,2755 W 63rd St,Chicago,IL,"2755 W 63rd St, Chicago, IL",60629,41.77906630823,-87.692628204071
412,2755 W 63rd St,Chicago,IL,"2755 W 63rd St, Chicago, IL",60629,41.77906630823,-87.692628204071
413,6011 S Rockwell St,Chicago,IL,"6011 S Rockwell St, Chicago, IL",60629,41.784430181418,-87.688585756224
414,6332 S Green St,Chicago,IL,"6332 S Green St, Chicago, IL",NA,NA,NA
415,6006 S Peoria St,Chicago,IL,"6006 S Peoria St, Chicago, IL",60621,41.783997927469,-87.647398756531
416,2306 W 69th St,Chicago,IL,"2306 W 69th St, Chicago, IL",60649,41.769940457279,-87.568882328604
417,6011 S Rockwell St,Chicago,IL,"6011 S Rockwell St, Chicago, IL",60629,41.784430181418,-87.688585756224
418,2113 W Marquette Rd,Chicago,IL,"2113 W Marquette Rd, Chicago, IL",60636,41.771978643291,-87.676686618165
419,6006 S Peoria St,Chicago,IL,"6006 S Peoria St, Chicago, IL",60621,41.783997927469,-87.647398756531
420,3330 W 71st St,Chicago,IL,"3330 W 71st St, Chicago, IL",60629,41.764378465863,-87.706556054013
421,6901 S Fairfield Ave,Chicago,IL,"6901 S Fairfield Ave, Chicago, IL",60629,41.767685039458,-87.691807391059
422,7106 S Rockwell St,Chicago,IL,"7106 S Rockwell St, Chicago, IL",60629,41.764301018532,-87.688202485298
423,7316 S Hoyne Ave,Chicago,IL,"7316 S Hoyne Ave, Chicago, IL",60636,41.760791346396,-87.675934186353
424,1302 W 74th St,Chicago,IL,"1302 W 74th St, Chicago, IL",60636,41.759605420928,-87.657318230837
425,1743 W 73rd St,Chicago,IL,"1743 W 73rd St, Chicago, IL",60636,41.761167872859,-87.667631909805
426,7236 S Ashland Ave,Chicago,IL,"7236 S Ashland Ave, Chicago, IL",60636,41.762049694794,-87.663786143994
427,1302 W 74th St,Chicago,IL,"1302 W 74th St, Chicago, IL",60636,41.759605420928,-87.657318230837
428,7424 S Morgan St,Chicago,IL,"7424 S Morgan St, Chicago, IL",60621,41.759302789389,-87.64919198947
429,7641 S Peoria St,Chicago,IL,"7641 S Peoria St, Chicago, IL",60620,41.755790536869,-87.646523167936
430,6936 S Hermitage,Chicago,IL,"6936 S Hermitage, Chicago, IL",60636,41.767822014138,-87.667615812965
431,6936 S Hermitage,Chicago,IL,"6936 S Hermitage, Chicago, IL",60636,41.767822014138,-87.667615812965
432,7007 S Loomis St,Chicago,IL,"7007 S Loomis St, Chicago, IL",60636,41.766647646056,-87.65892952252
433,7424 S Morgan St,Chicago,IL,"7424 S Morgan St, Chicago, IL",60621,41.759302789389,-87.64919198947
434,7650 S Wolcott Ave,Chicago,IL,"7650 S Wolcott Ave, Chicago, IL",60620,41.754798600628,-87.670908789591
435,1330 W 76th St,Chicago,IL,"1330 W 76th St, Chicago, IL",60620,41.756029614345,-87.657054737362
436,7641 S Peoria St,Chicago,IL,"7641 S Peoria St, Chicago, IL",60620,41.755790536869,-87.646523167936
437,7931 S Honore St,Chicago,IL,"7931 S Honore St, Chicago, IL",60620,41.749382165887,-87.669397810503
438,7931 S Honore St,Chicago,IL,"7931 S Honore St, Chicago, IL",60620,41.749382165887,-87.669397810503
439,7650 S Wolcott Ave,Chicago,IL,"7650 S Wolcott Ave, Chicago, IL",60620,41.754798600628,-87.670908789591
440,140 W 81st St,Chicago,IL,"140 W 81st St, Chicago, IL",60620,41.747292880046,-87.628363723727
441,8150 S Bishop St,Chicago,IL,"8150 S Bishop St, Chicago, IL",60620,41.745839137347,-87.659755601802
442,1330 W 76th St,Chicago,IL,"1330 W 76th St, Chicago, IL",60620,41.756029614345,-87.657054737362
443,7641 S Peoria St,Chicago,IL,"7641 S Peoria St, Chicago, IL",60620,41.755790536869,-87.646523167936
444,8150 S Bishop St,Chicago,IL,"8150 S Bishop St, Chicago, IL",60620,41.745839137347,-87.659755601802
445,8005 S Racine Ave,Chicago,IL,"8005 S Racine Ave, Chicago, IL",60620,41.748553395396,-87.653609879232
446,8210 S Racine Ave,Chicago,IL,"8210 S Racine Ave, Chicago, IL",60620,41.744801982923,-87.653661757095
447,8424 S Racine Ave,Chicago,IL,"8424 S Racine Ave, Chicago, IL",60620,41.740922471185,-87.65355647557
448,8510 S Green St,Chicago,IL,"8510 S Green St, Chicago, IL",60620,41.739447816399,-87.645007730504
449,1700 W 87th St,Chicago,IL,"1700 W 87th St, Chicago, IL",60620,41.735812468502,-87.665574534717
450,8530 S Wood St,Chicago,IL,"8530 S Wood St, Chicago, IL",60620,41.738784268544,-87.668077573231
451,8422 S Damen Ave,Chicago,IL,"8422 S Damen Ave, Chicago, IL",60620,41.74067843416,-87.672984065598
452,2233 W 79th St,Chicago,IL,"2233 W 79th St, Chicago, IL",60620,41.750102737986,-87.679038112382
453,8040 S Damen Ave,Chicago,IL,"8040 S Damen Ave, Chicago, IL",60620,41.747449779457,-87.673140629225
454,2815 W 79th St,Chicago,IL,"2815 W 79th St, Chicago, IL",60652,41.749845855752,-87.693235303217
455,2936 W 85th St,Chicago,IL,"2936 W 85th St, Chicago, IL",60652,41.738708818192,-87.696463843375
456,2929 W 83rd St,Chicago,IL,"2929 W 83rd St, Chicago, IL",60652,41.742534512885,-87.696476596584
457,2936 W 85th St,Chicago,IL,"2936 W 85th St, Chicago, IL",60652,41.738708818192,-87.696463843375
458,8148 S Kedzie Ave,Chicago,IL,"8148 S Kedzie Ave, Chicago, IL",60652,41.745253100011,-87.702344341173
459,7316 S Hoyne Ave,Chicago,IL,"7316 S Hoyne Ave, Chicago, IL",60636,41.760791346396,-87.675934186353
460,2601 W 80th St,Chicago,IL,"2601 W 80th St, Chicago, IL",60652,41.748161762234,-87.687155019358
461,8247 S Christiana Ave,Chicago,IL,"8247 S Christiana Ave, Chicago, IL",60652,41.742678502346,-87.705778346736
462,7430 S Rockwell St,Chicago,IL,"7430 S Rockwell St, Chicago, IL",60629,41.758250191122,-87.688040727622
463,2750 W Columbus Ave,Chicago,IL,"2750 W Columbus Ave, Chicago, IL",60652,41.755543439599,-87.691244059394
464,2750 W Columbus Ave,Chicago,IL,"2750 W Columbus Ave, Chicago, IL",60652,41.755543439599,-87.691244059394
465,3434 W 77th St,Chicago,IL,"3434 W 77th St, Chicago, IL",60652,41.753437824767,-87.708229473485
466,3434 W 77th St,Chicago,IL,"3434 W 77th St, Chicago, IL",60652,41.753437824767,-87.708229473485
467,3810 W 81st St,Chicago,IL,"3810 W 81st St, Chicago, IL",60652,41.745967712088,-87.7172220969
468,3939 W 81st St,Chicago,IL,"3939 W 81st St, Chicago, IL",60652,41.744895212462,-87.720043394117
469,8247 S Christiana Ave,Chicago,IL,"8247 S Christiana Ave, Chicago, IL",60652,41.742678502346,-87.705778346736
470,8445 S Kolin Ave,Chicago,IL,"8445 S Kolin Ave, Chicago, IL",60652,41.739376446611,-87.730007983721
471,4637 W 83rd St,Chicago,IL,"4637 W 83rd St, Chicago, IL",60652,41.741970911442,-87.736201305433
472,4101 W 79th St,Chicago,IL,"4101 W 79th St, Chicago, IL",60652,41.749401892716,-87.724353810768
473,8010 S Kostner Ave,Chicago,IL,"8010 S Kostner Ave, Chicago, IL",60652,41.746766302473,-87.731622393829
474,4350 W 79th St,Chicago,IL,"4350 W 79th St, Chicago, IL",60652,41.74940110535,-87.730490582901
475,10015 S Leavitt St,Chicago,IL,"10015 S Leavitt St, Chicago, IL",60643,41.711613862918,-87.676857984622
476,9401 S Oakley Ave,Chicago,IL,"9401 S Oakley Ave, Chicago, IL",60643,41.722738959017,-87.67960356668
477,10835 S Pulaski Rd,Chicago,IL,"10835 S Pulaski Rd, Chicago, IL",60655,41.695892330372,-87.720440622647
